NumericId,Name,Gt,Oss,Dd
22,艾希,https://game.gtimg.cn/images/lol/act/img/champion/Ashe.png,https://ossweb-img.qq.com/images/lol/img/champion/Ashe.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ashe.png
23,泰达米尔,https://game.gtimg.cn/images/lol/act/img/champion/Tryndamere.png,https://ossweb-img.qq.com/images/lol/img/champion/Tryndamere.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Tryndamere.png
24,贾克斯,https://game.gtimg.cn/images/lol/act/img/champion/Jax.png,https://ossweb-img.qq.com/images/lol/img/champion/Jax.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Jax.png
25,莫甘娜,https://game.gtimg.cn/images/lol/act/img/champion/Morgana.png,https://ossweb-img.qq.com/images/lol/img/champion/Morgana.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Morgana.png
26,基兰,https://game.gtimg.cn/images/lol/act/img/champion/Zilean.png,https://ossweb-img.qq.com/images/lol/img/champion/Zilean.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zilean.png
27,辛吉德,https://game.gtimg.cn/images/lol/act/img/champion/Singed.png,https://ossweb-img.qq.com/images/lol/img/champion/Singed.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Singed.png
28,伊芙琳,https://game.gtimg.cn/images/lol/act/img/champion/Evelynn.png,https://ossweb-img.qq.com/images/lol/img/champion/Evelynn.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Evelynn.png
29,图奇,https://game.gtimg.cn/images/lol/act/img/champion/Twitch.png,https://ossweb-img.qq.com/images/lol/img/champion/Twitch.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Twitch.png
30,卡尔萨斯,https://game.gtimg.cn/images/lol/act/img/champion/Karthus.png,https://ossweb-img.qq.com/images/lol/img/champion/Karthus.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Karthus.png
31,科加斯,https://game.gtimg.cn/images/lol/act/img/champion/Chogath.png,https://ossweb-img.qq.com/images/lol/img/champion/Chogath.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Chogath.png
32,阿木木,https://game.gtimg.cn/images/lol/act/img/champion/Amumu.png,https://ossweb-img.qq.com/images/lol/img/champion/Amumu.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Amumu.png
33,拉莫斯,https://game.gtimg.cn/images/lol/act/img/champion/Rammus.png,https://ossweb-img.qq.com/images/lol/img/champion/Rammus.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Rammus.png
34,艾尼维亚,https://game.gtimg.cn/images/lol/act/img/champion/Anivia.png,https://ossweb-img.qq.com/images/lol/img/champion/Anivia.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Anivia.png
35,萨科,https://game.gtimg.cn/images/lol/act/img/champion/Shaco.png,https://ossweb-img.qq.com/images/lol/img/champion/Shaco.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Shaco.png
36,蒙多医生,https://game.gtimg.cn/images/lol/act/img/champion/DrMundo.png,https://ossweb-img.qq.com/images/lol/img/champion/DrMundo.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/DrMundo.png
37,娑娜,https://game.gtimg.cn/images/lol/act/img/champion/Sona.png,https://ossweb-img.qq.com/images/lol/img/champion/Sona.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Sona.png
38,卡萨丁,https://game.gtimg.cn/images/lol/act/img/champion/Kassadin.png,https://ossweb-img.qq.com/images/lol/img/champion/Kassadin.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kassadin.png
39,艾瑞莉娅,https://game.gtimg.cn/images/lol/act/img/champion/Irelia.png,https://ossweb-img.qq.com/images/lol/img/champion/Irelia.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Irelia.png
40,迦娜,https://game.gtimg.cn/images/lol/act/img/champion/Janna.png,https://ossweb-img.qq.com/images/lol/img/champion/Janna.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Janna.png
41,普朗克,https://game.gtimg.cn/images/lol/act/img/champion/Gangplank.png,https://ossweb-img.qq.com/images/lol/img/champion/Gangplank.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Gangplank.png
42,库奇,https://game.gtimg.cn/images/lol/act/img/champion/Corki.png,https://ossweb-img.qq.com/images/lol/img/champion/Corki.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Corki.png
43,卡尔玛,https://game.gtimg.cn/images/lol/act/img/champion/Karma.png,https://ossweb-img.qq.com/images/lol/img/champion/Karma.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Karma.png
44,塔里克,https://game.gtimg.cn/images/lol/act/img/champion/Taric.png,https://ossweb-img.qq.com/images/lol/img/champion/Taric.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Taric.png
45,维迦,https://game.gtimg.cn/images/lol/act/img/champion/Veigar.png,https://ossweb-img.qq.com/images/lol/img/champion/Veigar.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Veigar.png
48,特朗德尔,https://game.gtimg.cn/images/lol/act/img/champion/Trundle.png,https://ossweb-img.qq.com/images/lol/img/champion/Trundle.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Trundle.png
50,斯维因,https://game.gtimg.cn/images/lol/act/img/champion/Swain.png,https://ossweb-img.qq.com/images/lol/img/champion/Swain.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Swain.png
51,凯特琳,https://game.gtimg.cn/images/lol/act/img/champion/Caitlyn.png,https://ossweb-img.qq.com/images/lol/img/champion/Caitlyn.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Caitlyn.png
53,布里茨,https://game.gtimg.cn/images/lol/act/img/champion/Blitzcrank.png,https://ossweb-img.qq.com/images/lol/img/champion/Blitzcrank.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Blitzcrank.png
54,墨菲特,https://game.gtimg.cn/images/lol/act/img/champion/Malphite.png,https://ossweb-img.qq.com/images/lol/img/champion/Malphite.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Malphite.png
55,卡特琳娜,https://game.gtimg.cn/images/lol/act/img/champion/Katarina.png,https://ossweb-img.qq.com/images/lol/img/champion/Katarina.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Katarina.png
56,魔腾,https://game.gtimg.cn/images/lol/act/img/champion/Nocturne.png,https://ossweb-img.qq.com/images/lol/img/champion/Nocturne.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Nocturne.png
57,茂凯,https://game.gtimg.cn/images/lol/act/img/champion/Maokai.png,https://ossweb-img.qq.com/images/lol/img/champion/Maokai.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Maokai.png
58,雷克顿,https://game.gtimg.cn/images/lol/act/img/champion/Renekton.png,https://ossweb-img.qq.com/images/lol/img/champion/Renekton.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Renekton.png
59,嘉文四世,https://game.gtimg.cn/images/lol/act/img/champion/JarvanIV.png,https://ossweb-img.qq.com/images/lol/img/champion/JarvanIV.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/JarvanIV.png
60,伊莉丝,https://game.gtimg.cn/images/lol/act/img/champion/Elise.png,https://ossweb-img.qq.com/images/lol/img/champion/Elise.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Elise.png
61,奥莉安娜,https://game.gtimg.cn/images/lol/act/img/champion/Orianna.png,https://ossweb-img.qq.com/images/lol/img/champion/Orianna.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Orianna.png
62,孙悟空,https://game.gtimg.cn/images/lol/act/img/champion/MonkeyKing.png,https://ossweb-img.qq.com/images/lol/img/champion/MonkeyKing.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/MonkeyKing.png
63,布兰德,https://game.gtimg.cn/images/lol/act/img/champion/Brand.png,https://ossweb-img.qq.com/images/lol/img/champion/Brand.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Brand.png
64,李青,https://game.gtimg.cn/images/lol/act/img/champion/LeeSin.png,https://ossweb-img.qq.com/images/lol/img/champion/LeeSin.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/LeeSin.png
67,薇恩,https://game.gtimg.cn/images/lol/act/img/champion/Vayne.png,https://ossweb-img.qq.com/images/lol/img/champion/Vayne.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Vayne.png
68,兰博,https://game.gtimg.cn/images/lol/act/img/champion/Rumble.png,https://ossweb-img.qq.com/images/lol/img/champion/Rumble.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Rumble.png
69,卡西奥佩娅,https://game.gtimg.cn/images/lol/act/img/champion/Cassiopeia.png,https://ossweb-img.qq.com/images/lol/img/champion/Cassiopeia.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Cassiopeia.png
72,斯卡纳,https://game.gtimg.cn/images/lol/act/img/champion/Skarner.png,https://ossweb-img.qq.com/images/lol/img/champion/Skarner.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Skarner.png
74,黑默丁格,https://game.gtimg.cn/images/lol/act/img/champion/Heimerdinger.png,https://ossweb-img.qq.com/images/lol/img/champion/Heimerdinger.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Heimerdinger.png
75,内瑟斯,https://game.gtimg.cn/images/lol/act/img/champion/Nasus.png,https://ossweb-img.qq.com/images/lol/img/champion/Nasus.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Nasus.png
76,奈德丽,https://game.gtimg.cn/images/lol/act/img/champion/Nidalee.png,https://ossweb-img.qq.com/images/lol/img/champion/Nidalee.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Nidalee.png
77,乌迪尔,https://game.gtimg.cn/images/lol/act/img/champion/Udyr.png,https://ossweb-img.qq.com/images/lol/img/champion/Udyr.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Udyr.png
78,波比,https://game.gtimg.cn/images/lol/act/img/champion/Poppy.png,https://ossweb-img.qq.com/images/lol/img/champion/Poppy.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Poppy.png
79,古拉加斯,https://game.gtimg.cn/images/lol/act/img/champion/Gragas.png,https://ossweb-img.qq.com/images/lol/img/champion/Gragas.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Gragas.png
80,潘森,https://game.gtimg.cn/images/lol/act/img/champion/Pantheon.png,https://ossweb-img.qq.com/images/lol/img/champion/Pantheon.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Pantheon.png
81,伊泽瑞尔,https://game.gtimg.cn/images/lol/act/img/champion/Ezreal.png,https://ossweb-img.qq.com/images/lol/img/champion/Ezreal.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ezreal.png
82,莫德凯撒,https://game.gtimg.cn/images/lol/act/img/champion/Mordekaiser.png,https://ossweb-img.qq.com/images/lol/img/champion/Mordekaiser.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Mordekaiser.png
83,约里克,https://game.gtimg.cn/images/lol/act/img/champion/Yorick.png,https://ossweb-img.qq.com/images/lol/img/champion/Yorick.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Yorick.png
84,阿卡丽,https://game.gtimg.cn/images/lol/act/img/champion/Akali.png,https://ossweb-img.qq.com/images/lol/img/champion/Akali.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Akali.png
85,凯南,https://game.gtimg.cn/images/lol/act/img/champion/Kennen.png,https://ossweb-img.qq.com/images/lol/img/champion/Kennen.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kennen.png
86,盖伦,https://game.gtimg.cn/images/lol/act/img/champion/Garen.png,https://ossweb-img.qq.com/images/lol/img/champion/Garen.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Garen.png
89,蕾欧娜,https://game.gtimg.cn/images/lol/act/img/champion/Leona.png,https://ossweb-img.qq.com/images/lol/img/champion/Leona.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Leona.png
90,玛尔扎哈,https://game.gtimg.cn/images/lol/act/img/champion/Malzahar.png,https://ossweb-img.qq.com/images/lol/img/champion/Malzahar.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Malzahar.png
91,泰隆,https://game.gtimg.cn/images/lol/act/img/champion/Talon.png,https://ossweb-img.qq.com/images/lol/img/champion/Talon.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Talon.png
92,锐雯,https://game.gtimg.cn/images/lol/act/img/champion/Riven.png,https://ossweb-img.qq.com/images/lol/img/champion/Riven.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Riven.png
96,克格莫,https://game.gtimg.cn/images/lol/act/img/champion/KogMaw.png,https://ossweb-img.qq.com/images/lol/img/champion/KogMaw.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/KogMaw.png
98,慎,https://game.gtimg.cn/images/lol/act/img/champion/Shen.png,https://ossweb-img.qq.com/images/lol/img/champion/Shen.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Shen.png
99,拉克丝,https://game.gtimg.cn/images/lol/act/img/champion/Lux.png,https://ossweb-img.qq.com/images/lol/img/champion/Lux.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Lux.png
101,泽拉斯,https://game.gtimg.cn/images/lol/act/img/champion/Xerath.png,https://ossweb-img.qq.com/images/lol/img/champion/Xerath.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Xerath.png
102,希瓦娜,https://game.gtimg.cn/images/lol/act/img/champion/Shyvana.png,https://ossweb-img.qq.com/images/lol/img/champion/Shyvana.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Shyvana.png
103,阿狸,https://game.gtimg.cn/images/lol/act/img/champion/Ahri.png,https://ossweb-img.qq.com/images/lol/img/champion/Ahri.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ahri.png
104,格雷福斯,https://game.gtimg.cn/images/lol/act/img/champion/Graves.png,https://ossweb-img.qq.com/images/lol/img/champion/Graves.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Graves.png
105,菲兹,https://game.gtimg.cn/images/lol/act/img/champion/Fizz.png,https://ossweb-img.qq.com/images/lol/img/champion/Fizz.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Fizz.png
106,沃利贝尔,https://game.gtimg.cn/images/lol/act/img/champion/Volibear.png,https://ossweb-img.qq.com/images/lol/img/champion/Volibear.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Volibear.png
107,雷恩加尔,https://game.gtimg.cn/images/lol/act/img/champion/Rengar.png,https://ossweb-img.qq.com/images/lol/img/champion/Rengar.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Rengar.png
110,韦鲁斯,https://game.gtimg.cn/images/lol/act/img/champion/Varus.png,https://ossweb-img.qq.com/images/lol/img/champion/Varus.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Varus.png
111,诺提勒斯,https://game.gtimg.cn/images/lol/act/img/champion/Nautilus.png,https://ossweb-img.qq.com/images/lol/img/champion/Nautilus.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Nautilus.png
112,维克托,https://game.gtimg.cn/images/lol/act/img/champion/Viktor.png,https://ossweb-img.qq.com/images/lol/img/champion/Viktor.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Viktor.png
113,瑟庄妮,https://game.gtimg.cn/images/lol/act/img/champion/Sejuani.png,https://ossweb-img.qq.com/images/lol/img/champion/Sejuani.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Sejuani.png
114,菲奥娜,https://game.gtimg.cn/images/lol/act/img/champion/Fiora.png,https://ossweb-img.qq.com/images/lol/img/champion/Fiora.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Fiora.png
115,吉格斯,https://game.gtimg.cn/images/lol/act/img/champion/Ziggs.png,https://ossweb-img.qq.com/images/lol/img/champion/Ziggs.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Ziggs.png
117,璐璐,https://game.gtimg.cn/images/lol/act/img/champion/Lulu.png,https://ossweb-img.qq.com/images/lol/img/champion/Lulu.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Lulu.png
119,德莱文,https://game.gtimg.cn/images/lol/act/img/champion/Draven.png,https://ossweb-img.qq.com/images/lol/img/champion/Draven.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Draven.png
120,赫卡里姆,https://game.gtimg.cn/images/lol/act/img/champion/Hecarim.png,https://ossweb-img.qq.com/images/lol/img/champion/Hecarim.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Hecarim.png
121,卡兹克,https://game.gtimg.cn/images/lol/act/img/champion/Khazix.png,https://ossweb-img.qq.com/images/lol/img/champion/Khazix.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Khazix.png
122,德莱厄斯,https://game.gtimg.cn/images/lol/act/img/champion/Darius.png,https://ossweb-img.qq.com/images/lol/img/champion/Darius.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Darius.png
126,杰斯,https://game.gtimg.cn/images/lol/act/img/champion/Jayce.png,https://ossweb-img.qq.com/images/lol/img/champion/Jayce.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Jayce.png
127,丽桑卓,https://game.gtimg.cn/images/lol/act/img/champion/Lissandra.png,https://ossweb-img.qq.com/images/lol/img/champion/Lissandra.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Lissandra.png
131,黛安娜,https://game.gtimg.cn/images/lol/act/img/champion/Diana.png,https://ossweb-img.qq.com/images/lol/img/champion/Diana.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Diana.png
133,奎因,https://game.gtimg.cn/images/lol/act/img/champion/Quinn.png,https://ossweb-img.qq.com/images/lol/img/champion/Quinn.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Quinn.png
134,辛德拉,https://game.gtimg.cn/images/lol/act/img/champion/Syndra.png,https://ossweb-img.qq.com/images/lol/img/champion/Syndra.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Syndra.png
136,奥瑞利安索尔,https://game.gtimg.cn/images/lol/act/img/champion/AurelionSol.png,https://ossweb-img.qq.com/images/lol/img/champion/AurelionSol.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/AurelionSol.png
141,凯隐,https://game.gtimg.cn/images/lol/act/img/champion/Kayn.png,https://ossweb-img.qq.com/images/lol/img/champion/Kayn.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kayn.png
142,佐伊,https://game.gtimg.cn/images/lol/act/img/champion/Zoe.png,https://ossweb-img.qq.com/images/lol/img/champion/Zoe.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zoe.png
143,婕拉,https://game.gtimg.cn/images/lol/act/img/champion/Zyra.png,https://ossweb-img.qq.com/images/lol/img/champion/Zyra.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zyra.png
145,卡莎,https://game.gtimg.cn/images/lol/act/img/champion/Kaisa.png,https://ossweb-img.qq.com/images/lol/img/champion/Kaisa.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kaisa.png
147,萨勒芬妮,https://game.gtimg.cn/images/lol/act/img/champion/Seraphine.png,https://ossweb-img.qq.com/images/lol/img/champion/Seraphine.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Seraphine.png
150,纳尔,https://game.gtimg.cn/images/lol/act/img/champion/Gnar.png,https://ossweb-img.qq.com/images/lol/img/champion/Gnar.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Gnar.png
154,扎克,https://game.gtimg.cn/images/lol/act/img/champion/Zac.png,https://ossweb-img.qq.com/images/lol/img/champion/Zac.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zac.png
157,亚索,https://game.gtimg.cn/images/lol/act/img/champion/Yasuo.png,https://ossweb-img.qq.com/images/lol/img/champion/Yasuo.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Yasuo.png
161,维克兹,https://game.gtimg.cn/images/lol/act/img/champion/Velkoz.png,https://ossweb-img.qq.com/images/lol/img/champion/Velkoz.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Velkoz.png
163,塔莉垭,https://game.gtimg.cn/images/lol/act/img/champion/Taliyah.png,https://ossweb-img.qq.com/images/lol/img/champion/Taliyah.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Taliyah.png
164,卡蜜尔,https://game.gtimg.cn/images/lol/act/img/champion/Camille.png,https://ossweb-img.qq.com/images/lol/img/champion/Camille.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Camille.png
166,阿克尚,https://game.gtimg.cn/images/lol/act/img/champion/Akshan.png,https://ossweb-img.qq.com/images/lol/img/champion/Akshan.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Akshan.png
200,卑尔维斯,https://game.gtimg.cn/images/lol/act/img/champion/Belveth.png,https://ossweb-img.qq.com/images/lol/img/champion/Belveth.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Belveth.png
201,布隆,https://game.gtimg.cn/images/lol/act/img/champion/Braum.png,https://ossweb-img.qq.com/images/lol/img/champion/Braum.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Braum.png
202,烬,https://game.gtimg.cn/images/lol/act/img/champion/Jhin.png,https://ossweb-img.qq.com/images/lol/img/champion/Jhin.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Jhin.png
203,千珏,https://game.gtimg.cn/images/lol/act/img/champion/Kindred.png,https://ossweb-img.qq.com/images/lol/img/champion/Kindred.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Kindred.png
221,泽丽,https://game.gtimg.cn/images/lol/act/img/champion/Zeri.png,https://ossweb-img.qq.com/images/lol/img/champion/Zeri.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Zeri.png
222,金克丝,https://game.gtimg.cn/images/lol/act/img/champion/Jinx.png,https://ossweb-img.qq.com/images/lol/img/champion/Jinx.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/Jinx.png
223,塔姆,https://game.gtimg.cn/images/lol/act/img/champion/TahmKench.png,https://ossweb-img.qq.com/images/lol/img/champion/TahmKench.png,https://ddragon.leagueoflegends.com/cdn/16.16.1/img/champion/TahmKench.png
